Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
jenkins,jenkins.model,InvalidNode,0.0,0.0,2.0,2.0,0.0,0.0
jenkins,jenkins.model,VetoLoadingNodes,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,CheckSetNodes,3.0,0.0,3.0,3.0,1.0,1.0
jenkins,jenkins.model,DumbSlaveNameAndRemoteFSMatcher,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model,AssetManagerTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,GlobalBuildDiscarderTest,3.0,3.0,3.0,3.0,1.0,1.0
jenkins,jenkins.model,JenkinsLogRecordsTest,6.0,6.0,4.0,3.0,1.0,0.75
jenkins,jenkins.model,ParameterizedJobMixInTest,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model,BuiltInNodeMigrationRestartTest,6.0,2.0,2.0,2.0,0.75,0.4
jenkins,jenkins.model,RuleRunnerImpl,0.0,0.0,1.0,1.0,0.5,0.0
jenkins,jenkins.model,ScriptListenerTest,16.0,11.0,3.0,3.0,0.75,0.42857142857142855
jenkins,jenkins.model,DummyScriptUsageListener,4.0,2.0,2.0,2.0,0.6666666666666666,0.5
jenkins,jenkins.model,StandardArtifactManager,9.0,3.0,3.0,1.0,0.8,0.0
jenkins,jenkins.model,GlobalQuietPeriodConfiguration,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,CauseOfInterruption,34.0,13.0,5.0,4.0,0.8666666666666666,0.36363636363636365
jenkins,jenkins.model,UserInterruption,15.0,0.0,3.0,1.0,0.6875,0.0
jenkins,jenkins.model,ArtifactManagerFactoryDescriptor,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,GlobalConfiguration,21.0,0.0,7.0,5.0,0.0,0.7142857142857143
jenkins,jenkins.model,IdStrategyDescriptor,0.0,0.0,0.0,0.0,0.0,-1.0
jenkins,jenkins.model,JenkinsLocationConfiguration,55.0,44.0,9.0,6.0,0.9318181818181818,0.3333333333333333
jenkins,jenkins.model,DefaultUserCanonicalIdResolver,6.0,0.0,4.0,4.0,1.0,1.0
jenkins,jenkins.model,TransientFingerprintFacetFactory,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,RunIdMigrator,26.0,16.0,5.0,2.0,0.8541666666666667,0.2222222222222222
jenkins,jenkins.model,OptionalJobProperty,10.0,0.0,5.0,5.0,0.0,1.0
jenkins,jenkins.model,OptionalJobPropertyDescriptor,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model,BuiltInNodeMigration,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,BuildDiscarderProperty,5.0,4.0,3.0,3.0,0.6666666666666666,0.75
jenkins,jenkins.model,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,ConditionallyHidden,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,GlobalProjectNamingStrategyConfiguration,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,JobGlobalBuildDiscarderStrategy,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,FingerprintFacet,11.0,7.0,3.0,3.0,0.7,0.5
jenkins,jenkins.model,ArtifactManager,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model,DefaultSimplePageDecorator,0.0,0.0,0.0,0.0,0.0,-1.0
jenkins,jenkins.model,InvalidBuildsDir,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model,GlobalBuildDiscarderStrategyDescriptor,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,GlobalSCMRetryCountConfiguration,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,DependencyDeclarer,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model,MasterBuildConfiguration,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,ParameterizedJobMixIn,861.0,0.0,42.0,20.0,1.0,0.47619047619047616
jenkins,jenkins.model,ParameterizedJob,276.0,0.0,24.0,6.0,0.0,-1.0
jenkins,jenkins.model,GlobalBuildDiscarderListener,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,CoreEnvironmentContributor,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,GlobalCloudConfiguration,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,UnlabeledLoadStatistics,45.0,45.0,10.0,10.0,1.0,1.0
jenkins,jenkins.model,UnlabeledNodesIterable,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,UnlabeledNodesIterator,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,HistoricalBuild,105.0,0.0,15.0,12.0,0.0,-1.0
jenkins,jenkins.model,ModifiableTopLevelItemGroup,3.0,0.0,3.0,3.0,0.0,-1.0
jenkins,jenkins.model,RunAction2,1.0,0.0,2.0,2.0,0.0,-1.0
jenkins,jenkins.model,GlobalBuildDiscarderStrategy,3.0,0.0,3.0,3.0,1.0,1.0
jenkins,jenkins.model,GlobalComputerRetentionCheckIntervalConfiguration,2.0,1.0,2.0,1.0,0.75,0.0
jenkins,jenkins.model,DisplayExecutor,7.0,0.0,1.0,1.0,0.5555555555555556,0.0
jenkins,jenkins.model,AbstractTopLevelItem,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,BuildDiscarderDescriptor,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,TransientActionFactory,22.0,16.0,4.0,4.0,0.7142857142857143,0.5
jenkins,jenkins.model,Cache,2.0,0.0,1.0,1.0,0.5,0.0
jenkins,jenkins.model,IComputer,210.0,0.0,21.0,13.0,0.0,-1.0
jenkins,jenkins.model,Uptime,1.0,0.0,1.0,1.0,0.5,0.0
jenkins,jenkins.model,IdStrategy,435.0,0.0,30.0,27.0,1.0172413793103448,0.9
jenkins,jenkins.model,CaseInsensitive,15.0,0.0,6.0,6.0,1.2,1.0
jenkins,jenkins.model,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,CaseSensitive,15.0,0.0,6.0,6.0,1.2,1.0
jenkins,jenkins.model,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,CaseSensitiveEmailAddress,10.0,0.0,5.0,3.0,1.25,0.6
jenkins,jenkins.model,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,Loadable,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model,RenameAction,10.0,0.0,5.0,5.0,0.0,1.0
jenkins,jenkins.model,TransientActionFactoryImpl,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,ModelObjectWithContextMenu,695.0,610.0,23.0,22.0,0.9067599067599067,-1.0
jenkins,jenkins.model,ContextMenu,225.0,197.0,16.0,6.0,0.6818181818181818,0.2608695652173913
jenkins,jenkins.model,MenuItem,80.0,69.0,11.0,8.0,0.9769230769230769,0.2857142857142857
jenkins,jenkins.model,ContextMenuVisibility,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model,DirectlyModifiableTopLevelItemGroup,3.0,0.0,3.0,3.0,0.0,-1.0
jenkins,jenkins.model,ProjectNamingStrategy,161.0,151.0,14.0,13.0,0.9682539682539681,0.6842105263157895
jenkins,jenkins.model,DefaultProjectNamingStrategy,10.0,0.0,5.0,5.0,1.25,1.0
jenkins,jenkins.model,DescriptorImpl,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,PatternProjectNamingStrategy,26.0,16.0,4.0,4.0,0.875,0.4444444444444444
jenkins,jenkins.model,DescriptorImpl,3.0,0.0,3.0,3.0,1.5,1.0
jenkins,jenkins.model,ProjectNamingStrategyDescriptor,0.0,0.0,0.0,0.0,0.0,-1.0
jenkins,jenkins.model,SimplePageDecorator,10.0,0.0,5.0,4.0,0.0,0.8
jenkins,jenkins.model,BlockedBecauseOfBuildInProgress,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model,ModelObjectWithChildren,1.0,0.0,2.0,1.0,0.0,-1.0
jenkins,jenkins.model,NodeListener,28.0,0.0,8.0,8.0,1.1428571428571428,1.0
jenkins,jenkins.model,SimpleGlobalBuildDiscarderStrategy,7.0,4.0,3.0,3.0,0.5,0.6
jenkins,jenkins.model,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,IExecutor,78.0,0.0,13.0,10.0,0.0,-1.0
jenkins,jenkins.model,GlobalNodePropertiesConfiguration,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,PeopleRedirect,10.0,0.0,5.0,5.0,0.0,1.0
jenkins,jenkins.model,People,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,AsynchPeople,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,TransientFactory,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,GlobalPluginConfiguration,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,Nodes,235.0,92.0,11.0,4.0,0.6759259259259259,0.14285714285714285
jenkins,jenkins.model,ScheduleMaintenanceAfterSavingNode,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,BackgroundGlobalBuildDiscarder,10.0,0.0,5.0,3.0,1.0,0.6
jenkins,jenkins.model,AssetManager,10.0,0.0,5.0,4.0,0.0,0.8
jenkins,jenkins.model,Jenkins,81113.0,79605.0,219.0,123.0,0.9936721534703032,0.2457002457002457
jenkins,jenkins.model,CloudList,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model,JenkinsHolder,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model,EnforceSlaveAgentPortAdministrativeMonitor,9.0,8.0,4.0,4.0,0.75,0.8
jenkins,jenkins.model,DescriptorImpl,3.0,0.0,3.0,3.0,1.5,1.0
jenkins,jenkins.model,ClockDifferenceCallable,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,MasterRestartNotifyier,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model,RestartCause,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,MasterComputer,153.0,0.0,18.0,18.0,1.0,1.0
jenkins,jenkins.model,JenkinsJVMAccess,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model,QuietDownInfo,6.0,2.0,2.0,2.0,0.625,0.4
jenkins,jenkins.model,GlobalConfigurationCategory,21.0,0.0,7.0,6.0,0.0,0.8571428571428571
jenkins,jenkins.model,Unclassified,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,Security,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,ArtifactManagerConfiguration,3.0,0.0,2.0,2.0,0.3333333333333333,0.5
jenkins,jenkins.model,IDisplayExecutor,3.0,0.0,3.0,3.0,0.0,-1.0
jenkins,jenkins.model,InterruptedBuildAction,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model,GlobalBuildDiscarderConfiguration,12.0,9.0,4.0,4.0,0.6,0.6666666666666666
jenkins,jenkins.model,Configuration,1.0,0.0,2.0,1.0,0.0,0.0
jenkins,jenkins.model,ArtifactManagerFactory,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.model,BuildDiscarder,20.0,19.0,6.0,6.0,0.8333333333333334,0.8571428571428571
jenkins,jenkins.model,ConverterImpl,9.0,8.0,4.0,4.0,0.75,0.8
jenkins,jenkins.model,PeepholePermalink,120.0,120.0,17.0,12.0,1.0333333333333334,0.6875
jenkins,jenkins.model,Cache,6.0,0.0,4.0,4.0,0.0,-1.0
jenkins,jenkins.model,PermalinkTarget,1.0,0.0,2.0,2.0,0.0,-1.0
jenkins,jenkins.model,Known,0.0,0.0,0.0,0.0,0.0,-1.0
jenkins,jenkins.model,DefaultCache,10.0,10.0,5.0,1.0,1.0,0.0
jenkins,jenkins.model,RunListenerImpl,3.0,0.0,3.0,3.0,1.3571428571428572,0.6666666666666666
jenkins,jenkins.model,JenkinsLocationConfigurationTest,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model,IdStrategyTest,91.0,0.0,14.0,12.0,0.0,0.8571428571428571
jenkins,jenkins.model,CoreEnvironmentContributorTest,1.0,0.0,1.0,1.0,0.75,0.0
jenkins,jenkins.model,JenkinsGetRootUrlTest,66.0,27.0,5.0,2.0,0.5952380952380951,0.13333333333333333
jenkins,jenkins.model,PeepholePermalinkTest,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model,RunIdMigratorTest,53.0,0.0,4.0,4.0,0.7333333333333333,0.1875
jenkins,jenkins.model,JDKNameTest,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model,Security2424Test,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model.lazy,LazyBuildMixInTest,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model.lazy,LazyBuildMixIn,384.0,303.0,17.0,11.0,0.8833333333333333,0.3548387096774194
jenkins,jenkins.model.lazy,LazyLoadingJob,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model.lazy,LazyLoadingRun,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model.lazy,RunMixIn,18.0,15.0,5.0,2.0,0.8333333333333334,0.2857142857142857
jenkins,jenkins.model.lazy,ItemListenerImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model.lazy,AbstractLazyLoadRunMap,2052.0,1826.0,34.0,18.0,0.9392324093816632,0.23529411764705882
jenkins,jenkins.model.lazy,Index,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model.lazy,SortedList,50.0,22.0,6.0,1.0,0.4166666666666667,0.0
jenkins,jenkins.model.lazy,BuildReferenceMapAdapter,1131.0,492.0,25.0,23.0,0.8389830508474576,0.35
jenkins,jenkins.model.lazy,CollectionAdapter,108.0,80.0,10.0,6.0,0.5625,0.35294117647058826
jenkins,jenkins.model.lazy,SetAdapter,143.0,115.0,12.0,7.0,0.6111111111111112,0.3684210526315789
jenkins,jenkins.model.lazy,LazyLoadRunMapEntrySet,72.0,24.0,3.0,3.0,0.7333333333333333,0.1875
jenkins,jenkins.model.lazy,SortedIntList,105.0,39.0,8.0,3.0,0.4444444444444444,0.15789473684210525
jenkins,jenkins.model.lazy,BuildReference,68.0,31.0,3.0,3.0,0.8571428571428571,0.2
jenkins,jenkins.model.lazy,Holder,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model.lazy,HolderFactory,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.model.lazy,DefaultHolderFactory,5.0,0.0,2.0,2.0,0.7333333333333333,0.3333333333333333
jenkins,jenkins.model.lazy,SoftHolder,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model.lazy,WeakHolder,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model.lazy,StrongHolder,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model.lazy,NoHolder,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model.lazy,SortedIntListTest,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model.lazy,SortedListTest,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model.lazy,FakeMapBuilder,6.0,0.0,2.0,2.0,0.16666666666666666,0.2857142857142857
jenkins,jenkins.model.lazy,AbstractLazyLoadRunMapTest,229.0,52.0,7.0,7.0,0.8892857142857142,0.2413793103448276
jenkins,jenkins.model.lazy,FakeMap,3.0,0.0,3.0,3.0,0.0,0.6666666666666666
jenkins,jenkins.model.lazy,Build,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.model.identity,IdentityRootActionTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model.identity,InstanceIdentityProvider,61.0,56.0,9.0,2.0,0.9242424242424242,0.0
jenkins,jenkins.model.identity,KeyTypes,23.0,18.0,5.0,1.0,0.7142857142857143,0.0
jenkins,jenkins.model.identity,IdentityRootAction,10.0,0.0,5.0,5.0,0.0,1.0
jenkins,jenkins.model.experimentalflags,UserExperimentalFlagsPropertyTest,126.0,116.0,13.0,13.0,0.75,0.7647058823529411
jenkins,jenkins.model.experimentalflags,RootActionImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.model.experimentalflags,Test1UserExperimentalFlag,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model.experimentalflags,Test2UserExperimentalFlag,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model.experimentalflags,Test3UserExperimentalFlag,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.model.experimentalflags,BooleanUserExperimentalFlag,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model.experimentalflags,UserExperimentalFlag,75.0,72.0,11.0,6.0,0.8333333333333334,0.46153846153846156
jenkins,jenkins.model.experimentalflags,UserExperimentalFlagsProperty,20.0,19.0,6.0,6.0,0.8333333333333334,0.8571428571428571
jenkins,jenkins.model.experimentalflags,DescriptorImpl,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.model.experimentalflags,NewBuildPageUserExperimentalFlag,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.util,JenkinsJVMRealTest,1.0,0.0,2.0,2.0,1.0,1.0
jenkins,jenkins.util,IsJenkinsJVM,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,FullDuplexHttpServiceTest,15.0,15.0,6.0,6.0,1.0,1.0
jenkins,jenkins.util,Endpoint,6.0,6.0,4.0,4.0,1.0,1.0
jenkins,jenkins.util,EndpointCrumbExclusion,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,ResourceBundleUtilTest,14.0,13.0,6.0,6.0,1.0,0.8333333333333334
jenkins,jenkins.util,DefaultLocale,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.util,SetContextClassLoaderTest,9.0,8.0,4.0,3.0,0.75,0.6
jenkins,jenkins.util,SystemPropertiesTest,27.0,26.0,7.0,4.0,0.8571428571428571,0.5
jenkins,jenkins.util,TreeStringBuilder,16.0,0.0,2.0,2.0,0.6875,0.2222222222222222
jenkins,jenkins.util,Child,6.0,0.0,2.0,1.0,0.4,0.0
jenkins,jenkins.util,DefaultScriptListener,3.0,0.0,3.0,3.0,0.5,0.6666666666666666
jenkins,jenkins.util,Timer,3.0,0.0,3.0,3.0,0.5,0.6666666666666666
jenkins,jenkins.util,DirectedGraph,27.0,9.0,6.0,4.0,0.8765432098765432,0.0
jenkins,jenkins.util,SCC,2.0,1.0,2.0,2.0,0.75,0.6666666666666666
jenkins,jenkins.util,Node,0.0,0.0,4.0,4.0,1.5,0.0
jenkins,jenkins.util,Tarjan,0.0,0.0,1.0,1.0,0.6666666666666667,0.0
jenkins,jenkins.util,URLClassLoader2,28.0,0.0,8.0,8.0,0.0,1.0
jenkins,jenkins.util,SetContextClassLoader,5.0,4.0,3.0,3.0,0.6666666666666666,0.75
jenkins,jenkins.util,AtmostOneTaskExecutor,2.0,0.0,1.0,1.0,0.6,0.0
jenkins,jenkins.util,JSONSignatureValidator,12.0,9.0,4.0,1.0,0.6,0.0
jenkins,jenkins.util,FullDuplexHttpService,9.0,0.0,1.0,1.0,0.7380952380952381,0.0
jenkins,jenkins.util,Response,2.0,1.0,2.0,1.0,0.5,0.0
jenkins,jenkins.util,TreeString,101.0,82.0,10.0,7.0,0.8222222222222223,0.4375
jenkins,jenkins.util,ConverterImpl,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.util,JenkinsJVM,10.0,0.0,5.0,3.0,0.75,0.4
jenkins,jenkins.util,ScriptListener,30.0,0.0,5.0,5.0,0.7196969696969697,-1.0
jenkins,jenkins.util,ListenerWriter,0.0,0.0,1.0,1.0,0.5333333333333333,0.0
jenkins,jenkins.util,ListenerOutputStream,0.0,0.0,1.0,1.0,0.41666666666666663,0.0
jenkins,jenkins.util,MemoryReductionUtil,3.0,0.0,3.0,2.0,1.0,0.6666666666666666
jenkins,jenkins.util,VirtualFile,3494.0,1632.0,37.0,19.0,0.9014189693801343,0.14423076923076922
jenkins,jenkins.util,CollectFiles,2.0,1.0,2.0,1.0,1.0,0.0
jenkins,jenkins.util,FileVF,72.0,0.0,3.0,3.0,0.5833333333333334,0.10344827586206896
jenkins,jenkins.util,FilePathVF,70.0,0.0,3.0,2.0,0.5595238095238095,0.06896551724137931
jenkins,jenkins.util,Scanner,3.0,0.0,2.0,2.0,0.4666666666666666,0.5
jenkins,jenkins.util,Readable,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,SourceCodeEscapers,6.0,0.0,4.0,4.0,1.0,1.0
jenkins,jenkins.util,JavaCharEscaper,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.util,BuildListenerAdapter,8.0,0.0,2.0,2.0,0.125,0.2222222222222222
jenkins,jenkins.util,JavaVMArguments,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,HttpServletFilter,10.0,0.0,5.0,3.0,0.0,-1.0
jenkins,jenkins.util,ErrorLoggingExecutorService,3.0,0.0,3.0,3.0,1.0,1.0
jenkins,jenkins.util,SystemProperties,225.0,219.0,20.0,8.0,0.9387755102040817,0.13636363636363635
jenkins,jenkins.util,Handler,0.0,0.0,1.0,1.0,0.0,-1.0
jenkins,jenkins.util,Listener,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.util,AgentCopier,4.0,0.0,3.0,3.0,0.9166666666666667,0.4
jenkins,jenkins.util,CopySystemProperties,0.0,0.0,1.0,1.0,1.0,0.0
jenkins,jenkins.util,CopiedHandler,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.util,ServerTcpPort,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.util,ErrorLoggingScheduledThreadPoolExecutor,10.0,0.0,5.0,5.0,1.0,1.0
jenkins,jenkins.util,NonLocalizable,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.util,InterceptingExecutorService,170.0,169.0,18.0,2.0,0.9444444444444444,0.10526315789473684
jenkins,jenkins.util,PluginLabelUtil,1.0,0.0,2.0,1.0,1.0,0.0
jenkins,jenkins.util,TimeDuration,11.0,1.0,3.0,2.0,0.3333333333333333,0.2857142857142857
jenkins,jenkins.util,StaplerConverterImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,MarkFindingOutputStream,13.0,0.0,3.0,2.0,0.7142857142857143,0.25
jenkins,jenkins.util,InterceptingScheduledExecutorService,15.0,0.0,6.0,2.0,0.0,0.3333333333333333
jenkins,jenkins.util,UrlHelper,6.0,0.0,4.0,4.0,1.0,1.0
jenkins,jenkins.util,CustomUrlValidator,3.0,0.0,3.0,3.0,0.0,1.0
jenkins,jenkins.util,JenkinsClassLoader,10.0,0.0,5.0,5.0,0.0,-1.0
jenkins,jenkins.util,ContextResettingExecutorService,10.0,0.0,5.0,5.0,0.0,1.0
jenkins,jenkins.util,ProgressiveRendering,81.0,57.0,7.0,2.0,0.7857142857142857,0.13333333333333333
jenkins,jenkins.util,ResourceBundleUtil,6.0,0.0,4.0,2.0,1.0,0.5
jenkins,jenkins.util,HttpSessionListener,10.0,0.0,5.0,2.0,0.0,0.4
jenkins,jenkins.util,Listeners,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.util,MarkFindingOutputStreamTest,40.0,25.0,4.0,3.0,0.8833333333333334,0.18181818181818182
jenkins,jenkins.util,MarkCountingOutputStream,1.0,1.0,2.0,2.0,1.0,1.0
jenkins,jenkins.util,TimerTest,15.0,0.0,6.0,6.0,0.0,1.0
jenkins,jenkins.util,VirtualFileTest,5742.0,2573.0,36.0,25.0,0.8671679197994987,0.1865671641791045
jenkins,jenkins.util,Ram,50.0,22.0,6.0,4.0,0.5,0.3076923076923077
jenkins,jenkins.util,VFMatcher,5.0,4.0,3.0,3.0,0.6666666666666666,0.75
jenkins,jenkins.util,VirtualFileMinimalImplementation,96.0,72.0,9.0,9.0,0.7,0.5625
jenkins,jenkins.util,VirtualFileMinimalImplementationWithDescendants,10.0,0.0,5.0,5.0,0.0,0.6
jenkins,jenkins.util,TreeStringBuilderTest,3.0,0.0,3.0,1.0,0.0,0.0
jenkins,jenkins.util,SourceCodeEscapersTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,AtmostOneTaskExecutorTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,UrlHelperTest,45.0,0.0,10.0,10.0,0.0,1.0
jenkins,jenkins.util,PluginLabelUtilTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.util,JenkinsJVMTest,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.util,TimeDurationTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.diagnostics,URICheckEncodingMonitorTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.diagnostics,ControllerExecutorsAgentsTest,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.diagnostics,RootUrlNotSetMonitorTest,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.diagnostics,ControllerExecutorsNoAgentsTest,0.0,0.0,1.0,1.0,-0.0,0.0
jenkins,jenkins.diagnostics,ControllerExecutorsNoAgents,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.diagnostics,SecurityIsOffMonitor,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.diagnostics,RootUrlNotSetMonitor,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.diagnostics,CompletedInitializationMonitor,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.diagnostics,URICheckEncodingMonitor,6.0,0.0,4.0,4.0,1.0,1.0
jenkins,jenkins.diagnostics,ControllerExecutorsAgents,6.0,0.0,4.0,4.0,0.0,1.0
jenkins,jenkins.fingerprints,FingerprintStorageTest,21.0,0.0,8.0,2.0,1.1666666666666667,0.0
jenkins,jenkins.fingerprints,FingerprintStorage,45.0,0.0,10.0,9.0,0.0,0.9
jenkins,jenkins.fingerprints,FingerprintStorageDescriptor,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.fingerprints,GlobalFingerprintConfiguration,26.0,24.0,6.0,6.0,0.9047619047619048,0.75
jenkins,jenkins.fingerprints,FileFingerprintStorage,153.0,0.0,18.0,5.0,0.9852941176470589,0.2222222222222222
jenkins,jenkins.fingerprints,DescriptorImpl,0.0,0.0,1.0,1.0,0.0,0.0
jenkins,jenkins.management,AdministrativeMonitorsDecoratorTest,94.0,83.0,12.0,12.0,0.9285714285714286,0.6
jenkins,jenkins.management,ExecutionCounterNonSecAdministrativeMonitor,3.0,3.0,3.0,3.0,1.0,1.0
jenkins,jenkins.management,ExecutionCounterSecAdministrativeMonitor,3.0,3.0,3.0,3.0,1.0,1.0
jenkins,jenkins.management,ManagerAdministrativeMonitor,1.0,0.0,2.0,2.0,0.0,1.0
jenkins,jenkins.management,ManagerOrSystemReaderAdministrativeMonitor,3.0,0.0,3.0,3.0,0.5,0.6666666666666666
jenkins,jenkins.management,Badge,3.0,0.0,1.0,1.0,0.6666666666666666,0.0
